"origen_country","any","has_migrated_True","TOTAL","has_phd_True"
"CM",2002,6,11,10
"CM",2003,8,13,10
"CM",2004,5,14,10
"CM",2005,0,12,6
"CM",2006,5,21,13
"CM",2007,2,27,11
"CM",2008,0,19,5
"CM",2009,2,23,11
"CM",2010,1,24,12
"CM",2011,0,23,9
"CM",2012,1,29,12
"CM",2013,0,13,4
"CM",2014,0,7,2
"CM",2015,0,9,3
"CM",2016,0,9,4
"CN",1972,5,9,5
"CN",1973,4,15,4
"CN",1974,4,9,6
"CN",1975,4,9,3
"CN",1976,4,9,4
"CN",1977,20,37,25
"CN",1978,205,324,213
"CN",1979,95,170,109
"CN",1980,93,189,125
"CN",1981,85,184,121
"CN",1982,75,180,110
"CN",1983,47,125,70
"CN",1984,66,148,82
"CN",1985,62,176,93
"CN",1986,75,205,128
"CN",1987,90,226,134
"CN",1988,100,231,137
"CN",1989,93,224,140
"CN",1990,110,264,156
"CN",1991,122,302,202
"CN",1992,162,355,235
"CN",1993,151,389,266
"CN",1994,156,410,279
"CN",1995,175,483,314
"CN",1996,208,621,391
"CN",1997,255,718,473
"CN",1998,284,793,524
"CN",1999,350,1000,644
"CN",2000,408,1228,805
"CN",2001,474,1341,901
"CN",2002,512,1463,983
"CN",2003,540,1603,1034
"CN",2004,614,1801,1151
"CN",2005,610,1891,1235
"CN",2006,597,2053,1278
"CN",2007,541,2044,1180
"CN",2008,474,2162,1145
"CN",2009,280,2069,934
"CN",2010,198,2031,815
"CN",2011,77,1969,779
"CN",2012,32,2008,696
"CN",2013,18,2051,638
"CN",2014,10,1889,469
"CN",2015,2,1015,274
"CN",2016,1,375,94
"CN",2017,0,1,0
"CO",1972,7,17,5
"CO",1973,9,20,6
"CO",1974,9,31,11
"CO",1975,21,50,16
"CO",1976,13,39,13
"CO",1977,16,51,12
"CO",1978,17,48,15
"CO",1979,16,52,13
"CO",1980,29,84,26
"CO",1981,21,61,25
"CO",1982,20,68,24
"CO",1983,21,80,29
"CO",1984,26,79,32
"CO",1985,42,103,45
"CO",1986,41,124,47
"CO",1987,38,113,43
"CO",1988,46,128,53
"CO",1989,42,128,53
"CO",1990,53,164,61
"CO",1991,46,141,51
"CO",1992,63,170,73
"CO",1993,72,218,77
"CO",1994,98,271,115
"CO",1995,85,262,104
"CO",1996,69,274,89
"CO",1997,99,332,127
"CO",1998,94,334,126
"CO",1999,135,399,146
"CO",2000,111,391,131
"CO",2001,128,404,142
"CO",2002,105,388,125
"CO",2003,94,379,126
"CO",2004,83,399,119
"CO",2005,90,436,119
"CO",2006,69,434,102
"CO",2007,60,437,69
"CO",2008,36,493,69
"CO",2009,23,464,64
"CO",2010,16,444,41
"CO",2011,13,377,43
"CO",2012,9,284,26
"CO",2013,7,204,21
"CO",2014,6,189,29
"CO",2015,2,145,24
"CO",2016,5,124,22
"CR",1972,1,1,1
"CR",1973,0,1,0
"CR",1975,1,2,2
"CR",1976,3,4,2
"CR",1977,0,1,0
"CR",1978,0,1,0
"CR",1979,2,2,2
"CR",1980,0,3,3
"CR",1981,3,5,4
"CR",1982,1,4,1
"CR",1983,1,2,1
"CR",1984,2,7,2
"CR",1985,4,7,4
"CR",1986,0,1,0
"CR",1987,2,2,1
"CR",1988,1,5,2
"CR",1989,3,6,3
"CR",1990,4,8,3
"CR",1991,2,3,1
"CR",1992,4,4,3
"CR",1993,6,12,4
"CR",1994,4,9,3
"CR",1995,2,11,3
"CR",1996,6,14,1
"CR",1997,8,16,7
"CR",1998,3,11,3
"CR",1999,4,15,4
"CR",2000,7,22,9
"CR",2001,5,19,5
"CR",2002,12,26,8
"CR",2003,7,28,3
"CR",2004,7,18,10
"CR",2005,6,30,6
"CR",2006,7,30,6
"CR",2007,1,22,3
"CR",2008,4,30,5
"CR",2009,2,27,3
"CR",2010,1,18,0
"CR",2011,0,23,0
"CR",2012,0,14,2
"CR",2013,0,9,1
"CR",2014,0,14,0
"CR",2015,0,9,1
"CR",2016,0,11,1
"CU",1972,2,5,3
"CU",1973,2,6,5
"CU",1974,0,7,4
"CU",1975,3,9,4
"CU",1976,1,3,1
"CU",1977,2,7,3
"CU",1978,1,9,1
"CU",1979,7,12,7
"CU",1980,7,13,8
"CU",1981,4,14,3
"CU",1982,1,7,3
"CU",1983,4,12,7
"CU",1984,5,16,6
"CU",1985,6,21,11
"CU",1986,12,23,13
"CU",1987,9,21,13
"CU",1988,7,18,11
"CU",1989,10,30,17
"CU",1990,13,28,17
"CU",1991,21,31,17
"CU",1992,12,34,18
"CU",1993,10,22,14
"CU",1994,6,14,8
"CU",1995,7,20,9
"CU",1996,12,34,21
"CU",1997,15,26,12
"CU",1998,12,31,17
"CU",1999,17,33,20
"CU",2000,15,38,14
"CU",2001,13,40,16
"CU",2002,15,46,22
"CU",2003,8,30,13
"CU",2004,11,42,13
"CU",2005,9,41,8
"CU",2006,9,28,11
"CU",2007,7,30,8
"CU",2008,8,42,9
"CU",2009,2,36,12
"CU",2010,0,37,0
"CU",2011,2,20,6
"CU",2012,1,12,3
"CU",2013,0,8,0
"CU",2014,0,6,2
"CU",2015,0,12,2
"CU",2016,0,12,2
"CV",1989,0,1,0
"CV",2002,2,2,2
"CV",2004,0,1,0
"CV",2006,2,3,1
"CV",2007,1,2,2
"CV",2008,2,4,0
"CV",2011,1,2,1
"CV",2012,1,2,0
"CY",1972,1,1,1
"CY",1974,0,1,1
"CY",1981,1,1,1
"CY",1983,0,1,0
"CY",1985,1,1,1
"CY",1986,0,1,1
"CY",1988,1,1,1
"CY",1989,2,2,2
"CY",1990,1,1,1
"CY",1991,0,1,0
"CY",1992,2,3,2
"CY",1993,1,2,1
"CY",1994,3,3,3
"CY",1995,3,5,4
"CY",1996,5,6,3
"CY",1997,3,3,3
"CY",1998,4,5,4
"CY",1999,2,4,3
"CY",2000,3,5,4
"CY",2001,4,5,5
"CY",2002,3,3,2
"CY",2003,5,15,9
"CY",2004,4,7,5
"CY",2005,5,8,2
"CY",2006,3,6,4
"CY",2007,2,13,7
"CY",2008,2,10,2
"CY",2009,4,8,3
"CY",2010,3,11,7
"CY",2011,3,12,3
"CY",2012,1,11,5
"CY",2013,1,7,2
"CY",2014,2,10,4
"CY",2015,1,7,3
"CY",2016,0,6,1
"CZ",1972,4,17,10
"CZ",1973,1,8,6
"CZ",1974,3,14,9
"CZ",1975,2,17,9
"CZ",1976,1,8,4
"CZ",1977,0,12,4
"CZ",1978,4,16,5
"CZ",1979,3,21,11
"CZ",1980,5,23,15
"CZ",1981,1,15,8
"CZ",1982,4,18,7
"CZ",1983,2,13,7
"CZ",1984,2,14,6
"CZ",1985,7,18,13
"CZ",1986,3,16,8
"CZ",1987,5,23,13
"CZ",1988,3,19,9
"CZ",1989,2,19,16
"CZ",1990,8,25,18
"CZ",1991,6,22,19
"CZ",1992,4,38,21
"CZ",1993,7,35,25
"CZ",1994,8,35,24
"CZ",1995,6,34,25
"CZ",1996,3,33,25
"CZ",1997,11,63,48
"CZ",1998,14,47,35
"CZ",1999,9,58,34
"CZ",2000,5,45,33
"CZ",2001,13,75,51
"CZ",2002,13,60,38
"CZ",2003,5,45,34
"CZ",2004,6,75,41
"CZ",2005,13,88,51
"CZ",2006,9,72,44
"CZ",2007,9,92,58
"CZ",2008,12,100,55
"CZ",2009,12,78,46
"CZ",2010,8,95,43
"CZ",2011,5,70,36
"CZ",2012,3,56,23
"CZ",2013,3,57,22
"CZ",2014,3,49,17
"CZ",2015,0,35,13
"CZ",2016,1,16,3
"DE",1972,11,41,17
"DE",1973,10,38,18
"DE",1974,16,44,15
"DE",1975,29,61,32
"DE",1976,28,70,36
"DE",1977,16,54,24
"DE",1978,30,80,40
"DE",1979,39,90,42
"DE",1980,42,96,51
"DE",1981,43,87,45
"DE",1982,50,113,63
"DE",1983,61,128,70
"DE",1984,58,135,69
"DE",1985,70,135,74
"DE",1986,75,161,85
"DE",1987,63,134,77
"DE",1988,59,136,72
"DE",1989,75,176,90
"DE",1990,83,190,102
"DE",1991,88,185,97
"DE",1992,96,200,107
"DE",1993,85,189,98
"DE",1994,82,199,94
"DE",1995,86,205,100
"DE",1996,116,240,125
"DE",1997,107,259,134
"DE",1998,102,252,123
"DE",1999,148,325,177
"DE",2000,156,372,206
"DE",2001,167,401,210
"DE",2002,183,436,225
"DE",2003,195,474,269
"DE",2004,150,506,262
"DE",2005,148,555,286
"DE",2006,144,535,247
"DE",2007,179,618,304
"DE",2008,146,634,294
"DE",2009,114,592,252
"DE",2010,96,556,200
"DE",2011,41,551,179
"DE",2012,44,531,171
"DE",2013,21,448,114
"DE",2014,15,424,97
"DE",2015,3,296,64
"DE",2016,5,190,28
"DE",2017,0,5,0
"DJ",2004,1,1,0
"DJ",2010,0,1,0
"DK",1972,4,22,7
"DK",1973,3,17,6
"DK",1974,3,30,18
"DK",1975,5,30,16
"DK",1976,2,18,9
"DK",1977,2,26,11
"DK",1978,2,41,16
"DK",1979,1,26,15
"DK",1980,2,28,8
"DK",1981,3,34,25
"DK",1982,5,55,35
"DK",1983,6,50,34
"DK",1984,8,58,40
"DK",1985,3,45,25
"DK",1986,8,56,35
"DK",1987,8,58,36
"DK",1988,11,60,45
"DK",1989,12,69,57
"DK",1990,10,69,49
"DK",1991,10,80,57
"DK",1992,10,79,63
"DK",1993,19,77,57
"DK",1994,17,88,67
"DK",1995,14,100,74
"DK",1996,23,102,70
"DK",1997,9,132,91
"DK",1998,14,120,86
"DK",1999,31,158,116
"DK",2000,22,156,106
"DK",2001,21,166,123
"DK",2002,20,158,122
"DK",2003,16,186,139
"DK",2004,28,197,144
"DK",2005,27,221,157
"DK",2006,23,225,157
"DK",2007,16,262,165
"DK",2008,20,271,185
"DK",2009,24,297,195
"DK",2010,22,308,174
"DK",2011,19,264,140
"DK",2012,9,260,136
"DK",2013,5,230,115
"DK",2014,10,237,117
"DK",2015,1,191,93
"DK",2016,1,77,31
"DM",1984,0,1,0
"DM",1996,1,1,0
"DM",2002,1,1,0
"DM",2009,0,1,1
"DM",2010,1,1,0
"DO",1973,0,1,0
"DO",1975,2,2,1
"DO",1978,0,2,0
"DO",1979,1,2,1
"DO",1980,1,1,1
"DO",1982,0,1,1
"DO",1983,1,1,0
"DO",1985,1,1,1
"DO",1987,1,2,1
"DO",1988,0,3,1
"DO",1989,0,1,0
"DO",1991,1,3,1
"DO",1992,2,3,1
"DO",1997,4,4,2
"DO",1998,3,5,2
"DO",1999,2,2,1
"DO",2000,0,5,0
"DO",2001,6,6,1
"DO",2002,1,4,0
"DO",2003,3,5,2
"DO",2004,4,10,2
"DO",2005,3,5,2
"DO",2006,3,5,1
"DO",2007,0,6,1
"DO",2008,1,3,0
"DO",2009,0,7,1
"DO",2010,0,7,0
"DO",2011,1,3,0
"DO",2012,0,1,0
"DO",2013,1,3,0
"DO",2014,0,2,0
"DO",2015,0,4,1
"DO",2016,0,1,0
"DZ",1972,3,4,4
"DZ",1973,3,5,4
"DZ",1974,3,4,4
"DZ",1975,3,3,3
"DZ",1976,2,5,3
"DZ",1977,1,2,2
"DZ",1978,4,8,5
"DZ",1979,3,7,3
"DZ",1980,7,17,11
"DZ",1981,5,12,7
"DZ",1982,4,15,9
"DZ",1983,2,10,4
"DZ",1984,2,19,5
"DZ",1985,1,17,7
"DZ",1986,3,16,7
"DZ",1987,2,21,9
"DZ",1988,6,30,16
"DZ",1989,5,19,11
"DZ",1990,3,12,3
"DZ",1991,2,18,11
"DZ",1992,0,12,6
"DZ",1993,3,24,11
"DZ",1994,4,20,8
"DZ",1995,7,22,13
"DZ",1996,8,21,8
"DZ",1997,5,29,18
"DZ",1998,1,21,7
"DZ",1999,2,28,15
"DZ",2000,3,37,12
"DZ",2001,6,46,23
"DZ",2002,3,34,21
"DZ",2003,6,52,23
"DZ",2004,3,32,17
"DZ",2005,6,52,26
"DZ",2006,10,57,26
"DZ",2007,4,43,17
"DZ",2008,3,43,20
"DZ",2009,2,50,20
"DZ",2010,2,63,42
"DZ",2011,1,64,39
"DZ",2012,0,69,42
"DZ",2013,0,43,30
"DZ",2014,0,26,15
"DZ",2015,0,20,12
"DZ",2016,0,14,4
"EC",1972,1,1,0
"EC",1973,3,5,3
"EC",1974,1,1,0
"EC",1975,1,1,0
"EC",1976,3,5,1
"EC",1977,3,4,1
"EC",1979,2,7,2
"EC",1980,1,4,1
"EC",1981,0,5,0
"EC",1982,3,12,5
"EC",1983,3,6,1
"EC",1984,3,7,4
"EC",1985,3,10,4
"EC",1986,3,8,3
"EC",1987,1,3,1
"EC",1988,1,9,0
"EC",1989,4,12,2
"EC",1990,4,16,3
"EC",1991,8,21,5
"EC",1992,4,22,5
"EC",1993,5,20,3
"EC",1994,12,20,9
"EC",1995,10,29,8
"EC",1996,8,37,9
"EC",1997,11,23,7
"EC",1998,17,42,9
"EC",1999,16,41,16
"EC",2000,23,60,15
"EC",2001,21,60,14
"EC",2002,21,48,13
"EC",2003,15,53,10
"EC",2004,16,62,15
"EC",2005,13,76,10
"EC",2006,14,68,11
"EC",2007,10,72,7
"EC",2008,5,76,8
"EC",2009,4,65,2
"EC",2010,4,67,1
"EC",2011,4,50,7
"EC",2012,1,46,2
"EC",2013,1,44,2
"EC",2014,5,53,2
"EC",2015,3,54,5
"EC",2016,0,31,2
"EE",1972,0,1,0
"EE",1973,1,1,1
"EE",1974,0,2,1
"EE",1975,0,2,1
"EE",1976,2,4,2
"EE",1978,0,3,1
"EE",1979,2,4,3
"EE",1980,0,3,3
"EE",1981,1,2,2
"EE",1982,0,2,2
"EE",1984,1,3,2
"EE",1985,1,1,1
"EE",1986,0,3,1
"EE",1987,0,3,1
"EE",1988,0,1,0
"EE",1989,2,3,3
"EE",1991,1,3,3
"EE",1992,2,4,2
"EE",1993,0,3,1
"EE",1994,0,3,3
"EE",1995,2,9,9
"EE",1996,0,3,2
"EE",1997,0,5,5
"EE",1998,1,5,3
"EE",1999,0,4,4
"EE",2000,8,16,13
"EE",2001,1,7,5
"EE",2002,0,6,4
"EE",2003,6,20,18
"EE",2004,0,16,10
"EE",2005,5,9,5
"EE",2006,2,14,9
"EE",2007,6,16,13
"EE",2008,1,16,12
"EE",2009,1,10,6
"EE",2010,1,11,7
"EE",2011,0,12,7
"EE",2012,0,7,5
"EE",2013,0,12,5
"EE",2014,2,11,1
"EE",2015,0,5,1
"EE",2016,1,7,3
"EG",1972,6,33,18
"EG",1973,10,30,19
"EG",1974,5,22,13
"EG",1975,4,25,12
"EG",1976,11,35,15
"EG",1977,12,37,15
"EG",1978,6,32,15
"EG",1979,11,50,31
"EG",1980,12,41,25
"EG",1981,11,58,28
"EG",1982,13,40,22
"EG",1983,18,62,30
"EG",1984,13,46,21
"EG",1985,12,57,24
"EG",1986,14,65,35
"EG",1987,28,74,43
"EG",1988,21,73,47
"EG",1989,16,67,33
"EG",1990,23,93,54
"EG",1991,22,97,58
"EG",1992,29,103,54
"EG",1993,26,99,60
"EG",1994,31,119,70
"EG",1995,38,128,69
"EG",1996,39,142,83
"EG",1997,41,122,61
"EG",1998,59,201,109
"EG",1999,56,179,96
"EG",2000,42,186,91
"EG",2001,59,190,106
"EG",2002,44,185,80
"EG",2003,43,211,88
"EG",2004,42,222,92
"EG",2005,33,212,85
"EG",2006,26,221,75
"EG",2007,22,201,65
"EG",2008,26,225,59
"EG",2009,5,196,55
"EG",2010,12,210,68
"EG",2011,7,235,52
"EG",2012,4,235,55
"EG",2013,3,177,40
"EG",2014,1,180,39
"EG",2015,1,120,27
"EG",2016,1,92,19
"ER",1985,1,1,1
"ER",1992,1,1,0
"ER",1994,1,1,1
"ER",1995,2,2,2
"ER",1996,1,3,1
"ER",1997,1,2,1
"ER",1998,1,1,1
"ER",1999,0,1,0
"ER",2001,0,1,0
"ER",2004,0,1,0
"ER",2005,0,1,0
"ER",2006,0,2,1
"ER",2007,0,1,0
"ER",2008,0,2,0
"ES",1972,5,103,60
"ES",1973,12,105,57
"ES",1974,14,204,121
"ES",1975,14,227,124
"ES",1976,16,216,127
"ES",1977,19,206,114
"ES",1978,10,144,66
"ES",1979,26,300,175
"ES",1980,25,301,192
"ES",1981,36,331,213
"ES",1982,24,386,248
"ES",1983,43,401,255
"ES",1984,44,426,276
"ES",1985,39,485,295
"ES",1986,53,511,304
"ES",1987,57,567,353
"ES",1988,51,558,346
"ES",1989,54,611,370
"ES",1990,64,647,382
"ES",1991,60,637,379
"ES",1992,93,756,486
"ES",1993,83,643,412
"ES",1994,118,763,488
"ES",1995,124,829,523
"ES",1996,133,886,568
"ES",1997,122,775,528
"ES",1998,166,989,660
"ES",1999,166,990,649
"ES",2000,200,1091,686
"ES",2001,147,1002,651
"ES",2002,167,1236,704
"ES",2003,168,1139,721
"ES",2004,153,1072,687
"ES",2005,131,1179,756
"ES",2006,159,1122,692
"ES",2007,126,1164,663
"ES",2008,131,1237,655
"ES",2009,112,1231,638
"ES",2010,78,1258,574
"ES",2011,50,1007,442
"ES",2012,24,783,340
"ES",2013,17,590,262
"ES",2014,19,541,254
"ES",2015,5,508,229
"ES",2016,9,293,127
"ET",1973,1,1,1
"ET",1975,1,1,1
"ET",1976,1,2,2
"ET",1977,0,1,0
"ET",1978,5,8,6
"ET",1979,0,2,1
"ET",1980,3,3,2
"ET",1981,2,2,1
"ET",1982,2,2,1
"ET",1983,0,4,0
"ET",1984,2,10,7
"ET",1985,0,4,0
"ET",1986,2,5,1
"ET",1987,3,6,5
"ET",1988,3,7,3
"ET",1989,5,8,6
"ET",1990,6,10,6
"ET",1991,1,5,2
"ET",1992,6,13,4
"ET",1993,6,9,5
"ET",1994,6,7,5
"ET",1995,2,10,5
"ET",1996,8,14,9
"ET",1997,11,16,9
"ET",1998,15,28,17
"ET",1999,17,33,16
"ET",2000,14,33,16
"ET",2001,14,45,21
"ET",2002,16,49,18
"ET",2003,8,43,10
"ET",2004,9,49,10
"ET",2005,8,55,7
"ET",2006,11,78,10
"ET",2007,17,84,21
"ET",2008,8,96,16
"ET",2009,7,108,20
"ET",2010,2,98,9
"ET",2011,3,76,12
"ET",2012,0,65,13
"ET",2013,1,54,7
"ET",2014,0,24,5
"ET",2015,0,28,9
"ET",2016,0,8,0
"FI",1972,2,6,3
"FI",1973,1,11,3
"FI",1974,0,8,7
"FI",1975,4,7,3
"FI",1976,4,8,4
"FI",1977,2,17,12
"FI",1978,2,13,10
"FI",1979,4,14,8
"FI",1980,3,13,8
"FI",1981,0,12,9
"FI",1982,4,20,16
"FI",1983,1,15,11
"FI",1984,5,19,12
"FI",1985,1,16,12
"FI",1986,1,15,9
"FI",1987,11,32,23
"FI",1988,3,26,20
"FI",1989,6,31,21
"FI",1990,3,31,21
"FI",1991,1,30,22
"FI",1992,8,44,27
"FI",1993,6,37,29
"FI",1994,5,46,27
"FI",1995,6,43,32
"FI",1996,8,58,35
"FI",1997,9,66,42
"FI",1998,15,78,62
"FI",1999,22,91,69
"FI",2000,10,90,54
"FI",2001,16,89,58
"FI",2002,13,101,70
"FI",2003,14,111,77
"FI",2004,12,107,75
"FI",2005,10,105,70
"FI",2006,8,117,60
"FI",2007,16,136,96
"FI",2008,14,141,100
"FI",2009,11,144,96
"FI",2010,7,138,85
"FI",2011,5,132,93
"FI",2012,5,112,65
"FI",2013,7,111,62
"FI",2014,2,113,62
"FI",2015,0,101,51
"FI",2016,0,55,18
"FI",2017,0,1,1
"FJ",1976,1,1,0
"FJ",1991,0,1,1
"FJ",1994,0,1,1
"FJ",1995,1,1,1
"FJ",1996,1,2,1
"FJ",1997,1,1,0
"FJ",1998,1,2,1
"FJ",1999,1,1,1
"FJ",2000,0,1,0
"FJ",2001,1,1,1
"FJ",2002,1,4,2
"FJ",2003,1,1,1
"FJ",2004,1,2,1
"FJ",2006,2,4,2
"FJ",2007,2,3,0
"FJ",2008,1,2,1
"FJ",2009,1,4,0
"FJ",2010,0,2,0
"FJ",2011,1,4,2
"FJ",2012,0,1,0
"FJ",2013,0,1,0
"FJ",2014,0,1,0
"FJ",2015,0,1,0
"FJ",2016,0,1,1
"FO",2008,0,1,0
"FO",2009,1,1,1
"FO",2011,0,1,1
"FO",2012,0,2,1
"FR",1972,6,31,20
"FR",1973,8,30,16
"FR",1974,6,39,19
"FR",1975,10,60,29
"FR",1976,16,55,33
"FR",1977,17,59,34
"FR",1978,21,62,39
"FR",1979,23,86,58
"FR",1980,25,101,66
"FR",1981,27,109,66
"FR",1982,31,112,73
"FR",1983,30,121,82
"FR",1984,27,118,67
"FR",1985,24,129,86
"FR",1986,32,142,96
"FR",1987,38,143,105
"FR",1988,51,178,119
"FR",1989,57,212,154
"FR",1990,47,222,145
"FR",1991,76,242,167
"FR",1992,68,246,149
"FR",1993,65,240,143
"FR",1994,73,231,146
"FR",1995,88,271,170
"FR",1996,86,289,187
"FR",1997,94,299,215
"FR",1998,132,369,253
"FR",1999,121,370,263
"FR",2000,134,394,259
"FR",2001,147,418,280
"FR",2002,151,427,295
"FR",2003,163,425,285
"FR",2004,163,470,301
"FR",2005,181,491,326
"FR",2006,182,585,382
"FR",2007,156,545,342
"FR",2008,133,520,332
"FR",2009,147,584,360
"FR",2010,107,569,324
"FR",2011,48,483,262
"FR",2012,21,464,239
"FR",2013,12,374,152
"FR",2014,13,322,121
"FR",2015,1,220,66
"FR",2016,1,128,19
"FR",2017,0,2,0
"GA",1998,0,1,0
"GA",1999,1,1,1
"GA",2002,1,1,1
"GA",2003,0,1,0
"GA",2008,0,1,0
"GA",2009,0,1,0
"GA",2011,0,1,0
"GA",2012,0,1,0
"GA",2014,0,2,1
"GA",2015,0,1,0
"GB",1972,54,188,121
"GB",1973,44,208,136
"GB",1974,75,240,161
"GB",1975,67,247,156
"GB",1976,91,291,210
"GB",1977,93,269,173
"GB",1978,84,276,194
"GB",1979,90,347,231
"GB",1980,92,334,230
"GB",1981,86,340,245
"GB",1982,74,367,253
"GB",1983,93,356,246
"GB",1984,133,446,309
"GB",1985,90,380,255
"GB",1986,125,461,347
"GB",1987,138,468,342
"GB",1988,140,464,328
"GB",1989,138,571,411
"GB",1990,179,612,441
"GB",1991,134,580,421
"GB",1992,183,645,438
"GB",1993,206,657,474
"GB",1994,211,733,538
"GB",1995,200,785,535
"GB",1996,204,787,534
"GB",1997,203,803,566
"GB",1998,254,917,636
"GB",1999,221,890,637
"GB",2000,246,1082,743
"GB",2001,218,1050,707
"GB",2002,243,1042,701
"GB",2003,253,1115,758
"GB",2004,278,1260,830
"GB",2005,256,1387,925
"GB",2006,286,1462,995
"GB",2007,289,1657,1135
"GB",2008,235,1645,1080
"GB",2009,188,1686,1044
"GB",2010,157,1871,1147
"GB",2011,65,1633,880
"GB",2012,71,1541,674
"GB",2013,55,1385,506
"GB",2014,61,1119,406
"GB",2015,18,1092,332
"GB",2016,6,639,166
"GB",2017,0,3,0
"GD",1979,1,1,0
"GD",1982,0,1,0
"GD",1987,1,1,1
"GD",2001,1,1,0
"GD",2002,0,2,0
"GD",2005,0,1,0
"GD",2007,0,1,0
"GD",2008,0,1,0
"GD",2009,1,1,0
"GD",2010,0,2,0
"GD",2011,0,3,0
"GD",2012,0,3,0
"GD",2014,0,1,0
"GD",2016,0,1,0
"GE",1972,0,2,0
"GE",1973,1,5,1
"GE",1974,1,5,2
"GE",1975,2,6,5
"GE",1977,0,1,0
"GE",1978,1,3,2
"GE",1979,2,2,0
"GE",1981,0,1,1
"GE",1982,0,2,1
"GE",1983,1,1,1
"GE",1984,2,4,0
"GE",1985,0,4,2
"GE",1986,0,3,1
"GE",1987,2,4,1
"GE",1988,0,3,1
"GE",1989,1,2,2
"GE",1990,0,2,1
"GE",1991,0,3,2
"GE",1992,3,4,1
"GE",1993,2,4,4
"GE",1994,1,5,3
"GE",1995,1,3,3
"GE",1996,1,2,1
"GE",1997,2,3,1
"GE",1998,0,1,1
"GE",1999,0,1,0
"GE",2000,0,2,0
"GE",2001,0,3,3
"GE",2002,0,1,0
"GE",2003,0,2,0
"GE",2004,3,5,4
"GE",2005,0,6,4
"GE",2006,3,7,3
"GE",2007,1,2,1
"GE",2008,0,7,4
"GE",2009,0,1,0
"GE",2010,0,1,0
"GE",2011,1,4,1
"GE",2012,0,1,1
"GE",2013,0,4,1
"GE",2014,0,1,1
"GE",2015,0,3,1
"GE",2016,0,1,1
"GF",1990,1,1,1
"GF",1993,0,1,0
"GF",2004,0,1,0
"GF",2006,0,2,0
"GF",2009,0,1,1
"GF",2012,0,1,0
"GF",2013,0,1,0
"GF",2016,0,1,0
"GH",1974,2,2,0
"GH",1975,4,6,2
"GH",1976,1,2,1
"GH",1977,2,2,1
"GH",1978,1,1,0
"GH",1979,3,3,3
"GH",1980,5,5,3
"GH",1982,2,3,2
"GH",1984,1,3,1
"GH",1985,2,3,2
"GH",1986,5,6,5
"GH",1987,0,2,1
"GH",1988,1,1,1
"GH",1989,5,8,4
"GH",1990,2,7,2
"GH",1991,3,5,2
"GH",1992,5,7,6
"GH",1993,6,12,8
"GH",1994,5,7,5
"GH",1995,6,8,7
"GH",1996,5,10,6
"GH",1997,13,21,14
"GH",1998,14,31,19
"GH",1999,6,22,14
"GH",2000,8,20,10
"GH",2001,22,49,23
"GH",2002,17,40,18
"GH",2003,13,44,18
"GH",2004,13,47,17
"GH",2005,21,64,25
"GH",2006,14,74,21
"GH",2007,11,69,18
"GH",2008,20,61,24
"GH",2009,8,71,21
"GH",2010,7,83,14
"GH",2011,2,62,11
"GH",2012,0,41,8
"GH",2013,0,36,8
"GH",2014,2,31,7
"GH",2015,0,26,7
"GH",2016,0,6,2
"GI",1999,0,1,0
"GL",2009,0,1,1
"GM",1990,2,3,1
"GM",1994,0,1,0
"GM",2001,1,1,1
"GM",2002,2,2,2
"GM",2004,0,1,0
"GM",2007,0,2,0
"GM",2008,0,1,0
"GM",2009,0,2,0
"GM",2010,1,1,0
"GM",2011,0,2,0
"GM",2012,0,2,0
"GM",2013,0,1,0
"GM",2014,1,1,1
"GN",1987,0,1,0
"GN",1991,0,1,0
"GN",1996,0,1,0
"GN",1997,0,1,0
"GN",2000,2,2,2
"GN",2002,1,1,1
"GN",2003,0,1,1
"GN",2004,0,1,0
"GN",2005,0,1,1
"GN",2007,0,1,0
"GN",2008,0,1,1
"GN",2013,0,1,0
"GP",1994,0,1,0
"GP",1997,0,1,0
"GP",2004,2,2,0
"GP",2005,1,1,1
"GP",2006,0,1,0
"GP",2007,1,1,1
"GP",2008,0,1,0
"GP",2014,0,2,0
"GR",1972,5,13,9
"GR",1973,5,10,6
"GR",1974,6,14,8
"GR",1975,8,17,13
"GR",1976,6,14,10
"GR",1977,7,15,9
"GR",1978,12,28,23
"GR",1979,12,20,17
"GR",1980,6,17,11
"GR",1981,10,29,18
"GR",1982,16,29,19
"GR",1983,15,30,22
"GR",1984,20,38,29
"GR",1985,14,36,30
"GR",1986,13,31,23
"GR",1987,19,42,32
"GR",1988,23,40,34
"GR",1989,25,56,42
"GR",1990,24,53,37
"GR",1991,24,52,41
"GR",1992,26,70,51
"GR",1993,33,67,56
"GR",1994,33,70,55
"GR",1995,25,74,58
"GR",1996,47,98,74
"GR",1997,40,79,65
"GR",1998,60,113,91
"GR",1999,73,135,109
"GR",2000,80,149,106
"GR",2001,76,161,121
"GR",2002,55,136,89
"GR",2003,66,135,84
"GR",2004,63,132,89
"GR",2005,46,112,65
"GR",2006,46,113,66
"GR",2007,32,109,59
"GR",2008,20,94,51
"GR",2009,14,98,37
"GR",2010,2,106,36
"GR",2011,8,52,26
"GR",2012,2,46,13
"GR",2013,1,42,20
"GR",2014,1,47,14
"GR",2015,0,31,14
"GR",2016,0,19,6
"GT",1972,0,1,0
"GT",1973,1,1,0
"GT",1974,1,1,1
"GT",1975,0,1,0
"GT",1976,1,1,0
"GT",1977,2,2,0
"GT",1978,1,1,1
