"desti_country","any","has_migrated_True","TOTAL","has_phd_True"
"SE",2000,112,369,273
"SE",2001,115,385,289
"SE",2002,133,384,287
"SE",2003,126,410,297
"SE",2004,103,375,288
"SE",2005,95,353,276
"SE",2006,106,395,289
"SE",2007,90,409,290
"SE",2008,74,429,301
"SE",2009,65,437,290
"SE",2010,43,441,261
"SE",2011,24,352,189
"SE",2012,14,312,177
"SE",2013,12,289,133
"SE",2014,11,297,139
"SE",2015,1,218,91
"SE",2016,1,91,36
"SG",1972,2,3,2
"SG",1973,1,1,1
"SG",1974,2,2,1
"SG",1975,2,3,1
"SG",1976,3,3,1
"SG",1977,6,7,5
"SG",1978,13,14,9
"SG",1979,11,11,5
"SG",1980,8,10,6
"SG",1981,8,9,8
"SG",1982,4,4,3
"SG",1983,11,11,9
"SG",1984,11,13,10
"SG",1985,6,7,5
"SG",1986,5,5,4
"SG",1987,8,11,9
"SG",1988,13,13,12
"SG",1989,12,15,8
"SG",1990,20,24,16
"SG",1991,15,20,15
"SG",1992,19,21,16
"SG",1993,22,32,23
"SG",1994,15,19,15
"SG",1995,21,26,21
"SG",1996,21,25,17
"SG",1997,20,26,20
"SG",1998,33,41,31
"SG",1999,29,41,28
"SG",2000,49,62,41
"SG",2001,36,58,38
"SG",2002,49,71,47
"SG",2003,57,85,69
"SG",2004,56,88,59
"SG",2005,47,90,62
"SG",2006,61,119,81
"SG",2007,57,119,73
"SG",2008,48,111,78
"SG",2009,25,110,69
"SG",2010,13,119,59
"SG",2011,9,105,50
"SG",2012,4,84,34
"SG",2013,6,79,35
"SG",2014,5,52,19
"SG",2015,0,39,8
"SG",2016,1,27,10
"SI",1973,1,2,1
"SI",1974,0,1,1
"SI",1976,1,3,2
"SI",1977,0,4,2
"SI",1978,1,1,1
"SI",1979,0,3,2
"SI",1980,1,4,2
"SI",1981,1,5,3
"SI",1982,0,5,2
"SI",1983,3,8,6
"SI",1984,2,2,2
"SI",1985,0,2,1
"SI",1986,0,3,0
"SI",1987,1,6,5
"SI",1988,0,3,0
"SI",1989,1,3,3
"SI",1990,0,4,1
"SI",1991,2,9,8
"SI",1992,0,5,5
"SI",1993,0,8,5
"SI",1994,2,15,12
"SI",1995,3,14,13
"SI",1996,2,14,9
"SI",1997,2,12,9
"SI",1998,2,17,12
"SI",1999,1,19,17
"SI",2000,3,14,13
"SI",2001,1,14,9
"SI",2002,2,14,9
"SI",2003,2,16,13
"SI",2004,3,22,16
"SI",2005,3,25,12
"SI",2006,2,31,21
"SI",2007,3,12,9
"SI",2008,1,19,10
"SI",2009,2,15,5
"SI",2010,0,15,13
"SI",2011,0,14,8
"SI",2012,0,17,8
"SI",2013,1,14,9
"SI",2014,1,12,3
"SI",2015,0,7,3
"SI",2016,0,4,3
"SJ",1980,1,1,1
"SJ",2001,1,1,1
"SK",1972,2,6,5
"SK",1973,1,2,0
"SK",1974,1,1,0
"SK",1975,1,4,2
"SK",1976,0,8,5
"SK",1977,0,1,1
"SK",1978,2,8,4
"SK",1979,2,6,4
"SK",1980,1,9,5
"SK",1981,2,12,6
"SK",1982,0,3,2
"SK",1983,0,6,4
"SK",1984,1,4,3
"SK",1985,1,14,7
"SK",1986,0,3,2
"SK",1987,1,8,4
"SK",1988,0,6,2
"SK",1989,0,6,4
"SK",1990,1,8,5
"SK",1991,2,6,5
"SK",1992,1,14,10
"SK",1993,3,11,9
"SK",1994,4,16,12
"SK",1995,3,13,10
"SK",1996,2,7,6
"SK",1997,1,9,4
"SK",1998,3,13,9
"SK",1999,1,14,6
"SK",2000,2,19,13
"SK",2001,1,13,7
"SK",2002,1,10,4
"SK",2003,1,14,8
"SK",2004,1,13,8
"SK",2005,0,18,12
"SK",2006,2,15,11
"SK",2007,1,16,7
"SK",2008,1,14,7
"SK",2009,0,22,13
"SK",2010,1,23,16
"SK",2011,1,14,6
"SK",2012,0,10,5
"SK",2013,1,14,10
"SK",2014,0,2,0
"SK",2015,0,12,3
"SK",2016,0,4,2
"SL",1979,0,1,0
"SL",1985,1,1,0
"SL",1986,1,1,0
"SL",1991,0,1,0
"SL",1992,2,2,1
"SL",1993,0,1,0
"SL",1999,0,1,0
"SL",2000,2,3,0
"SL",2001,1,2,0
"SL",2002,1,2,0
"SL",2003,1,3,0
"SL",2004,1,2,0
"SL",2006,0,4,1
"SL",2007,1,4,0
"SL",2008,0,1,0
"SL",2009,1,4,0
"SL",2010,0,1,0
"SL",2011,1,4,0
"SL",2012,1,1,1
"SM",2001,1,1,1
"SM",2004,0,1,0
"SM",2005,2,2,1
"SM",2009,0,2,2
"SN",1976,0,1,0
"SN",1977,0,1,0
"SN",1978,2,2,2
"SN",1980,1,1,1
"SN",1983,1,2,2
"SN",1984,0,1,0
"SN",1985,0,1,0
"SN",1986,1,2,2
"SN",1987,0,2,0
"SN",1989,0,1,0
"SN",1991,0,1,0
"SN",1992,1,1,0
"SN",1993,0,1,0
"SN",1994,0,2,0
"SN",1995,0,3,1
"SN",1996,1,1,1
"SN",1997,2,2,2
"SN",1998,0,1,1
"SN",1999,1,4,3
"SN",2000,2,7,5
"SN",2001,3,5,4
"SN",2002,1,5,1
"SN",2003,2,3,2
"SN",2004,1,2,1
"SN",2005,0,1,1
"SN",2006,2,4,3
"SN",2007,0,5,1
"SN",2008,2,5,2
"SN",2009,2,8,3
"SN",2010,0,9,4
"SN",2011,0,7,4
"SN",2012,0,6,2
"SN",2013,1,9,6
"SN",2014,0,4,0
"SN",2015,0,4,1
"SN",2016,0,1,0
"SO",1974,1,1,1
"SO",1979,0,1,0
"SO",1983,1,1,0
"SO",1993,1,1,0
"SO",1999,1,1,1
"SO",2001,0,1,0
"SO",2002,0,3,0
"SO",2003,2,2,0
"SO",2004,0,1,0
"SO",2005,1,3,0
"SO",2006,4,7,1
"SO",2007,0,4,1
"SO",2008,1,10,0
"SO",2009,1,11,0
"SO",2010,1,10,0
"SO",2011,1,11,0
"SO",2012,3,11,0
"SO",2013,0,6,0
"SO",2014,0,6,0
"SO",2015,0,4,0
"SO",2016,0,1,0
"SR",1983,2,2,1
"SR",1986,1,1,1
"SR",2006,0,1,0
"SR",2011,1,1,0
"SR",2013,0,1,0
"SS",1999,1,1,0
"SS",2000,1,1,0
"SS",2001,1,1,0
"SS",2004,0,1,0
"SS",2008,0,2,0
"SS",2011,0,1,1
"SS",2013,1,2,0
"SS",2014,0,1,0
"ST",2006,1,1,1
"SV",1975,1,1,1
"SV",1976,1,1,0
"SV",1978,1,3,0
"SV",1982,2,2,1
"SV",1984,1,2,0
"SV",1986,1,2,0
"SV",1987,1,1,0
"SV",1988,0,1,0
"SV",1989,1,4,0
"SV",1990,0,1,0
"SV",1991,3,3,0
"SV",1992,1,2,1
"SV",1993,0,1,0
"SV",1996,0,3,0
"SV",1997,0,1,0
"SV",1998,0,1,0
"SV",1999,1,4,0
"SV",2001,0,3,1
"SV",2002,0,1,0
"SV",2003,0,3,1
"SV",2004,0,4,1
"SV",2005,0,5,0
"SV",2006,0,3,0
"SV",2007,3,6,0
"SV",2008,1,8,1
"SV",2009,2,7,0
"SV",2010,0,7,0
"SV",2011,0,1,0
"SV",2013,0,5,0
"SV",2015,0,1,0
"SV",2016,0,2,0
"SX",2005,1,1,0
"SX",2006,1,1,0
"SX",2008,1,1,0
"SX",2009,1,1,0
"SX",2013,1,1,0
"SY",1975,0,1,0
"SY",1981,1,2,0
"SY",1982,1,2,2
"SY",1983,2,2,1
"SY",1984,2,3,1
"SY",1985,1,1,0
"SY",1986,1,1,1
"SY",1988,2,3,1
"SY",1989,1,2,1
"SY",1991,1,2,1
"SY",1993,2,3,1
"SY",1995,2,2,2
"SY",1996,0,3,1
"SY",1997,3,3,2
"SY",1998,2,5,2
"SY",2000,0,4,1
"SY",2001,0,4,0
"SY",2002,1,6,2
"SY",2003,3,9,4
"SY",2004,0,6,1
"SY",2005,3,10,3
"SY",2006,1,6,1
"SY",2007,0,7,1
"SY",2008,0,9,2
"SY",2009,0,13,1
"SY",2010,0,7,1
"SY",2011,0,7,2
"SY",2012,0,2,0
"SY",2013,0,5,1
"SY",2014,0,3,1
"SY",2015,0,3,2
"SZ",1975,1,1,0
"SZ",1987,3,3,2
"SZ",1991,1,1,1
"SZ",1997,1,1,1
"SZ",2000,1,1,0
"SZ",2007,1,1,0
"SZ",2008,0,1,0
"SZ",2010,1,1,0
"SZ",2014,0,1,0
"TD",1987,1,1,0
"TD",1989,1,1,1
"TD",1998,0,1,0
"TD",1999,1,1,0
"TD",2001,0,1,1
"TD",2002,1,1,1
"TD",2003,0,1,0
"TD",2006,2,3,1
"TD",2011,0,1,0
"TD",2012,0,1,1
"TF",2014,1,1,0
"TG",1981,0,1,0
"TG",1984,0,1,0
"TG",1991,2,3,2
"TG",1992,0,2,2
"TG",1998,0,1,1
"TG",2000,0,1,0
"TG",2001,1,1,0
"TG",2002,1,1,1
"TG",2003,0,2,1
"TG",2005,0,1,0
"TG",2006,3,5,2
"TG",2007,1,3,3
"TG",2008,1,1,0
"TG",2010,0,1,0
"TG",2011,0,3,0
"TG",2013,0,1,1
"TG",2015,0,1,1
"TG",2016,0,3,1
"TH",1972,1,3,2
"TH",1973,1,4,2
"TH",1974,4,8,4
"TH",1975,2,3,1
"TH",1976,2,3,3
"TH",1977,4,5,3
"TH",1978,6,11,7
"TH",1979,5,6,6
"TH",1980,3,7,3
"TH",1981,6,8,6
"TH",1982,8,13,8
"TH",1983,10,21,11
"TH",1984,5,13,8
"TH",1985,8,14,7
"TH",1986,11,14,9
"TH",1987,11,24,11
"TH",1988,8,13,8
"TH",1989,12,21,12
"TH",1990,17,30,19
"TH",1991,14,29,17
"TH",1992,29,43,27
"TH",1993,25,38,21
"TH",1994,17,34,23
"TH",1995,22,40,21
"TH",1996,18,39,21
"TH",1997,22,50,30
"TH",1998,19,47,29
"TH",1999,28,59,39
"TH",2000,19,52,29
"TH",2001,22,47,21
"TH",2002,16,54,32
"TH",2003,23,57,29
"TH",2004,23,63,35
"TH",2005,18,61,44
"TH",2006,17,52,25
"TH",2007,16,58,23
"TH",2008,11,58,22
"TH",2009,13,72,36
"TH",2010,15,84,41
"TH",2011,4,54,26
"TH",2012,4,68,39
"TH",2013,8,53,25
"TH",2014,3,47,22
"TH",2015,0,24,8
"TH",2016,1,24,6
"TJ",1972,1,1,1
"TJ",1975,1,1,1
"TJ",1977,1,2,1
"TJ",1981,0,1,0
"TJ",1982,0,1,0
"TJ",1986,1,1,1
"TJ",1991,0,2,0
"TJ",1992,1,2,1
"TJ",1993,0,1,0
"TJ",1996,0,2,0
"TJ",2002,0,4,0
"TJ",2003,0,4,0
"TJ",2004,0,2,0
"TJ",2005,0,1,1
"TJ",2006,0,1,0
"TJ",2008,0,3,0
"TJ",2010,0,2,0
"TJ",2011,0,1,0
"TJ",2013,1,1,0
"TL",1994,0,1,1
"TL",1998,1,1,0
"TL",2006,0,2,1
"TL",2007,0,1,0
"TL",2008,0,2,0
"TN",1972,0,1,1
"TN",1973,0,2,1
"TN",1974,1,2,1
"TN",1975,2,2,1
"TN",1976,1,4,2
"TN",1977,0,3,0
"TN",1978,1,4,1
"TN",1979,2,4,1
"TN",1980,1,8,5
"TN",1981,1,3,2
"TN",1982,3,8,7
"TN",1983,1,1,1
"TN",1984,5,9,6
"TN",1985,5,7,6
"TN",1986,6,8,8
"TN",1987,4,7,4
"TN",1988,6,7,6
"TN",1989,4,6,3
"TN",1990,9,18,10
"TN",1991,1,7,3
"TN",1992,1,6,3
"TN",1993,3,7,4
"TN",1994,3,7,6
"TN",1995,4,18,13
"TN",1996,2,16,5
"TN",1997,1,13,5
"TN",1998,4,26,12
"TN",1999,3,25,14
"TN",2000,5,21,12
"TN",2001,1,21,11
"TN",2002,3,25,11
"TN",2003,4,27,12
"TN",2004,1,29,13
"TN",2005,3,26,15
"TN",2006,3,30,19
"TN",2007,0,30,14
"TN",2008,4,31,10
"TN",2009,3,34,15
"TN",2010,3,49,26
"TN",2011,3,47,22
"TN",2012,1,57,33
"TN",2013,0,39,19
"TN",2014,1,41,22
"TN",2015,0,18,7
"TN",2016,0,8,3
"TO",2012,0,1,0
"TR",1972,5,15,6
"TR",1973,4,15,5
"TR",1974,3,23,7
"TR",1975,2,8,5
"TR",1976,4,24,11
"TR",1977,7,21,11
"TR",1978,4,23,9
"TR",1979,9,49,25
"TR",1980,13,59,32
"TR",1981,14,46,25
"TR",1982,18,53,28
"TR",1983,11,67,35
"TR",1984,25,83,53
"TR",1985,12,84,41
"TR",1986,20,103,49
"TR",1987,16,114,58
"TR",1988,35,112,71
"TR",1989,43,134,87
"TR",1990,27,123,62
"TR",1991,15,106,49
"TR",1992,23,148,71
"TR",1993,28,157,92
"TR",1994,41,221,122
"TR",1995,45,229,111
"TR",1996,34,223,114
"TR",1997,40,219,134
"TR",1998,36,253,160
"TR",1999,43,263,151
"TR",2000,33,272,154
"TR",2001,34,255,147
"TR",2002,34,302,172
"TR",2003,36,269,151
"TR",2004,36,341,182
"TR",2005,34,341,197
"TR",2006,29,305,167
"TR",2007,31,322,172
"TR",2008,24,287,142
"TR",2009,21,358,151
"TR",2010,10,312,142
"TR",2011,9,355,110
"TR",2012,5,293,85
"TR",2013,6,354,88
"TR",2014,2,215,47
"TR",2015,1,183,48
"TR",2016,0,67,19
"TT",1973,1,1,1
"TT",1978,0,1,0
"TT",1979,0,2,0
"TT",1981,2,2,1
"TT",1982,0,1,1
"TT",1983,1,1,0
"TT",1986,1,2,1
"TT",1989,1,1,0
"TT",1990,2,3,2
"TT",1991,1,1,1
"TT",1994,0,2,1
"TT",1995,1,5,4
"TT",1996,0,2,1
"TT",1997,1,1,0
"TT",1998,1,2,1
"TT",1999,1,2,0
"TT",2000,0,1,0
"TT",2001,2,4,2
"TT",2002,0,1,1
"TT",2003,0,3,1
"TT",2004,1,2,1
"TT",2005,0,2,0
"TT",2006,0,3,0
"TT",2007,2,5,2
"TT",2008,1,4,1
"TT",2009,0,3,1
"TT",2010,0,5,1
"TT",2012,0,3,1
"TT",2013,0,1,0
"TT",2014,0,1,0
"TT",2015,1,1,1
"TW",1972,6,9,5
"TW",1973,9,16,12
"TW",1974,11,19,10
"TW",1975,6,19,11
"TW",1976,21,29,20
"TW",1977,16,33,19
"TW",1978,13,25,17
"TW",1979,22,36,22
"TW",1980,24,54,28
"TW",1981,28,45,32
"TW",1982,31,51,35
"TW",1983,30,62,34
"TW",1984,36,60,43
"TW",1985,36,65,44
"TW",1986,49,90,57
"TW",1987,50,88,60
"TW",1988,55,109,67
"TW",1989,42,109,79
"TW",1990,58,121,86
"TW",1991,42,107,73
"TW",1992,72,146,100
"TW",1993,59,128,91
"TW",1994,58,163,108
"TW",1995,48,131,82
"TW",1996,45,136,89
"TW",1997,41,150,90
"TW",1998,53,146,107
"TW",1999,44,159,92
"TW",2000,37,163,109
"TW",2001,34,150,90
"TW",2002,43,163,94
"TW",2003,38,175,108
"TW",2004,35,170,102
"TW",2005,30,184,116
"TW",2006,38,186,96
"TW",2007,26,160,95
"TW",2008,26,152,73
"TW",2009,19,178,89
"TW",2010,14,156,69
"TW",2011,12,164,71
"TW",2012,7,142,48
"TW",2013,14,127,58
"TW",2014,12,111,49
"TW",2015,1,95,46
"TW",2016,1,62,30
"TW",2017,0,1,1
"TZ",1976,1,1,0
"TZ",1977,0,1,0
"TZ",1978,0,1,0
"TZ",1980,2,3,3
"TZ",1981,1,2,0
"TZ",1982,1,3,1
"TZ",1983,0,1,0
"TZ",1984,1,1,0
"TZ",1985,5,6,4
"TZ",1986,1,3,3
"TZ",1987,1,3,2
"TZ",1988,4,4,3
"TZ",1989,1,1,0
"TZ",1990,2,5,4
"TZ",1991,1,3,1
"TZ",1992,4,7,5
"TZ",1993,3,4,3
"TZ",1994,7,10,4
"TZ",1995,4,7,5
"TZ",1996,5,11,6
"TZ",1997,8,12,8
"TZ",1998,5,7,4
"TZ",1999,6,16,12
"TZ",2000,7,17,8
"TZ",2001,9,16,8
"TZ",2002,6,25,8
"TZ",2003,12,32,9
"TZ",2004,8,23,7
"TZ",2005,5,17,3
"TZ",2006,11,43,11
"TZ",2007,5,35,5
"TZ",2008,9,41,11
"TZ",2009,6,45,7
"TZ",2010,5,54,9
"TZ",2011,1,29,5
"TZ",2012,3,31,5
"TZ",2013,0,20,2
"TZ",2014,0,17,3
"TZ",2015,0,8,1
"TZ",2016,0,3,1
"UA",1972,10,97,16
"UA",1973,7,101,21
"UA",1974,7,115,26
"UA",1975,7,116,30
"UA",1976,6,132,29
"UA",1977,9,115,26
"UA",1978,16,130,26
"UA",1979,11,136,26
"UA",1980,4,133,30
"UA",1981,6,133,33
"UA",1982,11,149,27
"UA",1983,6,141,29
"UA",1984,2,116,27
"UA",1985,10,141,31
"UA",1986,10,143,33
"UA",1987,5,139,31
"UA",1988,8,168,40
"UA",1989,4,195,50
"UA",1990,4,237,45
"UA",1991,6,243,63
"UA",1992,4,283,62
"UA",1993,2,244,64
"UA",1994,5,327,77
"UA",1995,3,282,65
"UA",1996,1,307,76
"UA",1997,2,338,76
"UA",1998,6,378,82
"UA",1999,3,364,99
"UA",2000,7,467,108
"UA",2001,1,398,97
"UA",2002,6,398,94
"UA",2003,5,387,87
"UA",2004,7,426,85
"UA",2005,8,399,86
"UA",2006,0,370,78
"UA",2007,1,371,75
"UA",2008,2,340,74
"UA",2009,3,262,52
"UA",2010,2,254,41
"UA",2011,0,190,39
"UA",2012,1,214,45
"UA",2013,2,205,32
"UA",2014,0,206,20
"UA",2015,0,161,16
"UA",2016,0,107,18
"UA",2017,0,1,0
"UG",1972,0,2,1
"UG",1973,1,1,1
"UG",1975,2,2,1
"UG",1977,2,2,1
"UG",1980,1,1,0
"UG",1981,2,3,1
"UG",1982,0,1,1
"UG",1983,0,2,0
"UG",1984,0,2,0
"UG",1985,1,1,0
"UG",1987,2,3,2
"UG",1988,3,4,3
"UG",1989,4,4,3
"UG",1990,4,6,4
"UG",1991,3,8,4
"UG",1992,0,7,3
"UG",1993,4,7,6
"UG",1994,4,9,6
"UG",1995,2,6,3
"UG",1996,4,8,3
"UG",1997,5,9,4
"UG",1998,0,4,1
"UG",1999,7,21,8
"UG",2000,3,13,4
"UG",2001,5,22,8
"UG",2002,6,22,8
"UG",2003,4,25,9
"UG",2004,5,22,4
"UG",2005,6,26,6
"UG",2006,6,39,7
"UG",2007,8,21,6
"UG",2008,7,38,10
"UG",2009,6,36,7
"UG",2010,3,32,4
"UG",2011,2,29,5
"UG",2012,3,27,3
"UG",2013,0,15,1
"UG",2014,0,12,2
"UG",2015,0,6,0
"UG",2016,0,4,1
"UM",2005,1,1,1
"US",1972,89,724,448
"US",1973,79,702,441
"US",1974,103,780,487
"US",1975,106,828,518
"US",1976,132,905,560
"US",1977,116,823,498
"US",1978,191,968,615
"US",1979,150,1030,621
"US",1980,192,1101,678
"US",1981,162,995,625
"US",1982,173,975,645
"US",1983,192,1144,747
"US",1984,182,1076,707
"US",1985,209,1168,717
"US",1986,210,1251,793
"US",1987,229,1304,875
"US",1988,253,1381,914
"US",1989,250,1391,887
"US",1990,235,1451,954
"US",1991,276,1470,972
"US",1992,321,1560,1008
"US",1993,321,1513,1019
"US",1994,377,1685,1121
"US",1995,396,1770,1190
"US",1996,426,1972,1333
"US",1997,489,2121,1390
"US",1998,578,2405,1609
"US",1999,654,2559,1711
"US",2000,745,2963,1960
"US",2001,795,3182,2130
"US",2002,883,3368,2278
"US",2003,946,3672,2452
"US",2004,1011,4006,2684
"US",2005,935,4194,2767
"US",2006,976,4487,2904
"US",2007,870,4664,2924
"US",2008,738,4903,2987
"US",2009,514,4797,2735
"US",2010,367,4827,2583
"US",2011,147,4411,2087
"US",2012,147,4041,1620
"US",2013,109,3520,1202
"US",2014,92,2991,855
"US",2015,19,2293,650
"US",2016,18,1202,322
"US",2017,0,10,1
"UY",1972,1,2,1
"UY",1973,1,2,1
"UY",1975,0,3,0
"UY",1976,1,2,0
"UY",1977,1,3,2
"UY",1978,2,8,3
"UY",1979,0,2,0
"UY",1980,1,8,3
"UY",1981,4,6,3
"UY",1982,2,4,1
"UY",1983,1,2,2
"UY",1984,3,5,4
"UY",1985,1,5,1
"UY",1987,0,2,1
"UY",1988,5,8,4
"UY",1989,2,5,3
"UY",1990,1,8,3
"UY",1991,5,13,9
"UY",1992,3,5,4
"UY",1993,1,5,1
"UY",1994,3,5,4
"UY",1995,4,6,4
"UY",1996,1,4,1
"UY",1997,2,6,3
"UY",1998,2,5,3
"UY",1999,2,7,5
"UY",2000,3,10,5
"UY",2001,2,7,2
"UY",2002,1,6,6
"UY",2003,2,8,2
"UY",2004,4,17,2
"UY",2005,2,11,3
"UY",2006,2,10,3
"UY",2007,0,10,3
"UY",2008,5,17,5
"UY",2009,3,13,4
"UY",2010,1,10,2
"UY",2011,0,7,2
"UY",2012,0,2,0
"UY",2013,0,5,1
"UY",2014,0,8,0
"UY",2015,1,4,0
"UY",2016,0,4,1
"UZ",1972,0,1,1
"UZ",1974,0,2,2
"UZ",1977,0,1,0
"UZ",1978,1,3,1
"UZ",1979,0,1,0
"UZ",1980,1,3,0
"UZ",1982,0,1,0
"UZ",1983,0,2,0
"UZ",1985,1,1,0
"UZ",1987,0,3,0
"UZ",1988,0,2,1
"UZ",1989,0,4,2
"UZ",1990,0,3,0
"UZ",1992,0,2,1
"UZ",1993,1,10,7
"UZ",1994,0,3,0
"UZ",1996,0,2,0
"UZ",1997,0,2,1
"UZ",1999,1,2,2
"UZ",2000,0,3,1
"UZ",2001,1,8,6
"UZ",2002,1,2,0
"UZ",2003,0,2,1
"UZ",2004,0,6,0
"UZ",2005,0,5,0
"UZ",2006,1,6,2
"UZ",2007,0,3,1
"UZ",2008,0,1,0
"UZ",2009,0,2,0
"UZ",2010,0,7,1
"UZ",2011,0,2,0
"UZ",2012,0,4,0
"UZ",2013,0,3,1
"UZ",2015,0,3,0
"UZ",2016,0,3,0
"VA",1991,0,1,1
"VA",2006,1,1,1
"VC",2000,1,1,0
"VC",2002,1,1,1
"VC",2007,0,2,0
"VE",1972,2,4,3
"VE",1973,1,3,2
"VE",1974,3,8,6
"VE",1975,6,7,3
"VE",1976,1,3,1
"VE",1977,4,8,8
"VE",1978,2,10,6
"VE",1979,5,12,9
"VE",1980,3,18,9
"VE",1981,3,18,7
"VE",1982,4,14,5
"VE",1983,9,18,12
"VE",1984,5,18,10
"VE",1985,4,12,8
"VE",1986,4,18,12
"VE",1987,2,15,6
"VE",1988,9,18,12
"VE",1989,5,31,15
"VE",1990,7,23,13
"VE",1991,4,26,11
"VE",1992,2,16,6
"VE",1993,4,21,8
"VE",1994,7,36,16
"VE",1995,10,29,20
"VE",1996,6,34,14
"VE",1997,4,24,10
"VE",1998,5,31,8
"VE",1999,4,37,17
"VE",2000,3,38,17
"VE",2001,4,32,18
"VE",2002,4,32,8
"VE",2003,3,27,9
"VE",2004,2,30,6
"VE",2005,4,39,7
"VE",2006,1,18,2
"VE",2007,3,37,8
"VE",2008,2,42,9
"VE",2009,0,26,3
"VE",2010,1,29,9
"VE",2011,0,19,2
"VE",2012,0,8,2
"VE",2013,1,18,3
"VE",2014,2,14,4
"VE",2015,0,10,2
"VE",2016,0,11,2
"VI",1986,1,1,0
"VI",1995,1,1,0
"VI",1999,0,1,1
"VI",2000,0,1,0
"VI",2010,1,1,1
"VI",2012,0,1,0
"VN",1972,0,3,2
"VN",1973,1,2,1
"VN",1975,0,2,1
"VN",1976,0,3,2
"VN",1977,0,3,2
"VN",1978,1,2,1
"VN",1979,0,4,0
"VN",1980,7,9,6
"VN",1981,1,3,1
"VN",1982,1,6,3
"VN",1983,3,4,3
"VN",1984,0,1,0
"VN",1985,2,10,3
"VN",1986,3,5,4
"VN",1987,6,11,5
"VN",1988,1,7,3
"VN",1989,5,7,4
"VN",1990,5,15,8
"VN",1991,4,10,6
"VN",1992,1,5,2
"VN",1993,3,5,4
"VN",1994,15,23,13
"VN",1995,14,23,15
"VN",1996,6,19,12
"VN",1997,12,21,10
"VN",1998,14,27,14
"VN",1999,19,27,17
"VN",2000,16,38,21
"VN",2001,23,37,20
"VN",2002,23,39,20
"VN",2003,23,43,23
"VN",2004,16,35,14
"VN",2005,12,30,17
"VN",2006,17,53,17
"VN",2007,14,48,18
"VN",2008,9,39,12
"VN",2009,13,73,12
"VN",2010,6,52,12
"VN",2011,2,46,10
"VN",2012,3,34,4
"VN",2013,3,29,5
"VN",2014,0,35,7
"VN",2015,0,19,4
"VN",2016,0,12,5
"VU",2006,1,1,1
"WF",2012,0,1,1
"WS",2006,0,1,0
"YE",1982,0,1,1
"YE",1989,1,1,1
"YE",1990,3,3,3
"YE",1991,1,1,1
"YE",1992,1,1,0
"YE",1993,3,3,3
"YE",1994,1,1,1
"YE",1995,1,2,2
"YE",1996,4,4,3
"YE",1997,1,3,0
"YE",1998,2,6,0
"YE",1999,3,5,2
"YE",2000,2,3,2
"YE",2001,0,2,0
"YE",2002,1,3,1
"YE",2003,2,4,3
"YE",2004,2,6,1
"YE",2005,2,6,3
"YE",2006,2,3,1
"YE",2007,2,5,2
"YE",2008,3,3,3
"YE",2009,1,1,0
"YE",2010,1,6,2
"YE",2011,2,5,3
"YE",2012,0,2,1
"YE",2013,0,3,0
"YE",2015,0,1,0
"YE",2016,0,1,0
"YT",2009,0,1,0
"ZA",1972,3,12,9
"ZA",1973,1,13,5
"ZA",1974,3,21,10
"ZA",1975,3,20,9
"ZA",1976,9,28,16
"ZA",1977,5,22,14
"ZA",1978,8,30,16
"ZA",1979,9,28,13
"ZA",1980,8,44,28
"ZA",1981,13,43,26
"ZA",1982,8,28,11
"ZA",1983,9,35,21
"ZA",1984,11,28,15
"ZA",1985,5,35,18
"ZA",1986,8,37,26
"ZA",1987,19,58,36
"ZA",1988,7,50,26
"ZA",1989,23,65,44
"ZA",1990,15,66,37
"ZA",1991,15,63,37
"ZA",1992,22,75,43
"ZA",1993,20,78,45
"ZA",1994,24,74,46
"ZA",1995,20,79,43
"ZA",1996,25,83,47
"ZA",1997,25,100,55
"ZA",1998,23,102,64
"ZA",1999,32,100,66
"ZA",2000,27,123,63
"ZA",2001,27,130,81
"ZA",2002,33,147,92
"ZA",2003,38,154,89
"ZA",2004,31,152,90
"ZA",2005,28,140,85
"ZA",2006,25,172,98
"ZA",2007,22,192,107
"ZA",2008,22,210,101
"ZA",2009,11,215,90
"ZA",2010,12,231,99
"ZA",2011,7,244,89
"ZA",2012,2,218,69
"ZA",2013,6,197,74
"ZA",2014,5,174,48
"ZA",2015,0,139,43
"ZA",2016,0,98,33
"ZA",2017,0,2,0
"ZM",1972,0,1,0
"ZM",1973,0,1,0
"ZM",1975,0,1,0
"ZM",1979,0,1,1
"ZM",1980,2,3,2
"ZM",1981,0,1,0
"ZM",1983,1,2,1
"ZM",1984,1,1,1
"ZM",1985,2,3,1
"ZM",1987,2,4,3
"ZM",1989,2,3,1
"ZM",1990,1,2,1
"ZM",1991,1,2,0
"ZM",1992,1,2,1
"ZM",1993,4,6,3
"ZM",1994,0,3,1
"ZM",1995,0,3,0
"ZM",1996,0,3,1
"ZM",1997,2,4,2
"ZM",1998,3,5,3
"ZM",1999,4,8,3
"ZM",2000,3,5,0
"ZM",2001,3,6,2
"ZM",2002,2,4,1
"ZM",2003,6,11,4
"ZM",2004,3,11,2
"ZM",2005,3,11,0
"ZM",2006,1,11,1
"ZM",2007,3,10,1
"ZM",2008,0,5,0
"ZM",2009,2,9,1
"ZM",2010,0,7,1
"ZM",2011,0,9,1
"ZM",2012,0,5,1
"ZM",2013,0,8,0
"ZM",2014,1,6,1
"ZM",2015,0,6,0
"ZM",2016,0,1,0
"ZW",1974,1,1,0
"ZW",1976,1,1,0
"ZW",1977,1,1,0
